Date,Product,Category,Region,Age Group,Units Sold,Unit Price,Total Sales
2024-09-03,Jeans,Clothing,South,26-35,11,61.14,672.54
2022-12-08,Headphones,Electronics,East,46+,5,217.4,1087.0
2024-08-29,Watch,Accessories,East,18-25,6,163.14,978.84
2022-06-07,Headphones,Electronics,North,36-45,16,202.31,3236.96
2024-09-27,T-Shirt,Clothing,West,18-25,2,30.85,61.7
2023-08-19,T-Shirt,Clothing,South,26-35,4,26.68,106.72
2023-11-19,Backpack,Accessories,West,36-45,18,75.17,1353.06
2024-09-23,Jeans,Clothing,East,46+,1,62.87,62.87
2023-09-09,Sneakers,Footwear,West,18-25,9,92.31,830.79
2022-02-12,Headphones,Electronics,West,26-35,5,193.32,966.6
2022-03-05,T-Shirt,Clothing,West,36-45,7,30.42,212.94
2023-02-01,Watch,Accessories,North,36-45,18,160.9,2896.2
2024-07-09,Headphones,Electronics,East,36-45,11,194.66,2141.26
2024-05-04,Jeans,Clothing,East,26-35,2,59.94,119.88
2023-12-05,Phone,Electronics,West,46+,19,764.45,14524.55
2023-12-12,Jeans,Clothing,North,18-25,16,64.04,1024.64
2022-10-29,Backpack,Accessories,South,36-45,20,79.92,1598.4
2022-11-30,Jeans,Clothing,West,36-45,3,62.54,187.62
2022-02-01,Backpack,Accessories,North,26-35,10,84.14,841.4
2022-09-10,Laptop,Electronics,West,36-45,1,985.08,985.08
2022-01-02,Laptop,Electronics,East,26-35,12,1074.67,12896.04
2024-10-25,Headphones,Electronics,North,36-45,5,218.74,1093.7
2023-02-07,Watch,Accessories,North,36-45,8,135.06,1080.48
2023-12-28,T-Shirt,Clothing,West,46+,13,31.71,412.23
2022-07-20,Jeans,Clothing,East,36-45,6,59.75,358.5
2023-10-23,Headphones,Electronics,South,36-45,5,195.67,978.35
2023-02-13,Jeans,Clothing,East,18-25,10,59.79,597.9
2024-08-02,Headphones,Electronics,West,46+,4,184.62,738.48
2024-06-24,Sneakers,Footwear,East,46+,12,87.71,1052.52
2024-05-11,Watch,Accessories,West,18-25,18,134.89,2428.02
2024-05-12,Phone,Electronics,South,36-45,8,710.23,5681.84
2024-02-04,Headphones,Electronics,East,18-25,13,184.11,2393.43
2022-01-13,Backpack,Accessories,West,18-25,3,71.96,215.88
2022-08-08,Sneakers,Footwear,North,36-45,19,88.67,1684.73
2023-11-10,Laptop,Electronics,North,18-25,7,1002.25,7015.75
2024-10-11,Headphones,Electronics,South,26-35,10,204.1,2041.0
2022-01-14,Backpack,Accessories,South,18-25,3,71.1,213.3
2022-09-05,Phone,Electronics,South,26-35,4,695.33,2781.32
2024-11-01,Backpack,Accessories,West,18-25,4,75.84,303.36
2024-09-17,Headphones,Electronics,South,36-45,20,206.22,4124.4
2022-09-10,Watch,Accessories,South,18-25,6,138.32,829.92
2023-05-08,Headphones,Electronics,South,46+,16,190.64,3050.24
2022-07-24,Backpack,Accessories,East,36-45,13,77.2,1003.6
2022-08-08,Backpack,Accessories,West,46+,5,71.54,357.7
2024-07-25,Phone,Electronics,West,18-25,19,671.43,12757.17
2024-06-29,Laptop,Electronics,East,26-35,15,1075.41,16131.15
2024-07-27,Jeans,Clothing,North,26-35,12,59.01,708.12
2024-10-27,T-Shirt,Clothing,East,46+,17,26.46,449.82
2022-11-07,Sneakers,Footwear,East,46+,5,85.05,425.25
2023-09-13,Watch,Accessories,North,46+,13,162.78,2116.14
2023-01-05,Jeans,Clothing,South,36-45,19,64.37,1223.03
2023-12-14,Watch,Accessories,North,18-25,1,159.49,159.49
2022-11-22,T-Shirt,Clothing,North,18-25,16,31.52,504.32
2024-09-02,Sneakers,Footwear,South,26-35,4,96.12,384.48
2022-12-23,Watch,Accessories,West,18-25,2,152.33,304.66
2022-08-23,Laptop,Electronics,North,46+,12,1020.29,12243.48
2022-03-02,Headphones,Electronics,East,18-25,15,194.13,2911.95
2023-02-14,T-Shirt,Clothing,East,46+,15,30.04,450.6
2023-04-07,T-Shirt,Clothing,South,46+,17,30.79,523.43
2023-01-29,Phone,Electronics,North,18-25,7,633.75,4436.25
2022-10-15,Laptop,Electronics,East,46+,19,1008.31,19157.89
2022-05-28,Sneakers,Footwear,South,46+,7,94.92,664.44
2024-08-28,Sneakers,Footwear,East,26-35,3,87.91,263.73
2024-02-10,Phone,Electronics,North,26-35,17,670.79,11403.43
2022-08-30,Backpack,Accessories,South,18-25,20,79.64,1592.8
2022-02-16,T-Shirt,Clothing,East,36-45,13,30.18,392.34
2022-05-20,Headphones,Electronics,East,18-25,18,202.0,3636.0
2024-11-26,Jeans,Clothing,West,18-25,18,61.33,1103.94
2022-08-16,Backpack,Accessories,East,18-25,2,76.44,152.88
2023-06-19,T-Shirt,Clothing,East,18-25,5,27.28,136.4
2023-11-07,Laptop,Electronics,South,46+,3,1060.07,3180.21
2022-03-14,Sneakers,Footwear,North,46+,20,93.26,1865.2
2022-06-15,Backpack,Accessories,South,36-45,2,72.74,145.48
2024-10-14,T-Shirt,Clothing,East,46+,16,27.86,445.76
2023-04-12,Laptop,Electronics,North,18-25,7,1005.83,7040.81
2024-02-16,Laptop,Electronics,West,18-25,13,1052.08,13677.04
2022-09-14,Watch,Accessories,West,26-35,4,147.15,588.6
2024-01-24,Sneakers,Footwear,South,36-45,14,96.44,1350.16
2023-05-03,T-Shirt,Clothing,North,18-25,8,28.5,228.0
2022-04-04,Laptop,Electronics,South,18-25,3,910.42,2731.26
2024-06-17,Headphones,Electronics,East,18-25,11,193.02,2123.22
2023-05-16,Jeans,Clothing,South,46+,16,60.86,973.76
2022-06-07,Phone,Electronics,East,26-35,16,727.69,11643.04
2024-01-02,T-Shirt,Clothing,West,36-45,12,30.63,367.56
2023-08-23,T-Shirt,Clothing,East,36-45,18,29.02,522.36
2022-04-21,Sneakers,Footwear,West,46+,9,81.5,733.5
2022-10-08,T-Shirt,Clothing,East,26-35,4,28.26,113.04
2022-10-18,Laptop,Electronics,South,46+,15,1089.52,16342.8
2022-02-13,Backpack,Accessories,North,36-45,9,80.39,723.51
2023-09-08,Phone,Electronics,North,36-45,20,682.77,13655.4
2022-02-08,Watch,Accessories,West,46+,2,140.79,281.58
2024-02-16,Headphones,Electronics,West,18-25,10,180.35,1803.5
2023-12-14,Laptop,Electronics,East,36-45,19,942.37,17905.03
2022-02-26,Sneakers,Footwear,West,46+,2,94.47,188.94
2024-03-05,Jeans,Clothing,West,46+,19,61.59,1170.21
2024-11-28,Jeans,Clothing,South,46+,15,61.9,928.5
2023-05-03,Headphones,Electronics,North,36-45,9,182.5,1642.5
2023-05-27,Jeans,Clothing,East,46+,2,60.36,120.72
2024-01-11,Jeans,Clothing,East,18-25,4,56.72,226.88
2023-10-20,Jeans,Clothing,South,46+,15,53.3,799.5
2022-01-19,Backpack,Accessories,North,36-45,16,81.18,1298.88
2023-03-23,Watch,Accessories,North,18-25,9,160.83,1447.47
2023-10-06,Phone,Electronics,West,26-35,9,736.18,6625.62
2023-07-20,Jeans,Clothing,West,26-35,8,60.54,484.32
2022-10-28,Laptop,Electronics,South,18-25,2,935.91,1871.82
2024-11-03,Backpack,Accessories,East,18-25,18,82.43,1483.74
2022-05-05,Jeans,Clothing,East,18-25,12,59.48,713.76
2022-04-02,T-Shirt,Clothing,East,18-25,3,29.04,87.12
2022-08-20,Phone,Electronics,South,26-35,11,708.84,7797.24
2024-05-01,Phone,Electronics,West,36-45,5,632.55,3162.75
2024-01-08,Sneakers,Footwear,West,36-45,16,96.88,1550.08
2023-08-26,Laptop,Electronics,South,36-45,2,957.22,1914.44
2022-11-04,Laptop,Electronics,North,26-35,11,1001.16,11012.76
2024-11-06,Sneakers,Footwear,South,46+,19,80.68,1532.92
2022-11-04,Watch,Accessories,North,18-25,8,150.95,1207.6
2024-05-06,Phone,Electronics,North,46+,17,701.84,11931.28
2023-10-12,Jeans,Clothing,South,36-45,8,56.98,455.84
2024-01-12,T-Shirt,Clothing,West,36-45,4,30.12,120.48
2024-06-30,Watch,Accessories,East,18-25,12,150.8,1809.6
2022-06-06,Sneakers,Footwear,West,26-35,15,94.1,1411.5
2023-04-16,Headphones,Electronics,South,46+,19,205.6,3906.4
2023-06-18,Jeans,Clothing,East,36-45,4,54.06,216.24
2024-05-12,Headphones,Electronics,West,26-35,6,213.98,1283.88
2022-02-01,Headphones,Electronics,North,46+,9,209.57,1886.13
2024-08-20,Phone,Electronics,South,18-25,14,632.45,8854.3
2022-12-08,Phone,Electronics,South,46+,14,678.64,9500.96
2024-04-03,T-Shirt,Clothing,East,18-25,11,31.31,344.41
2023-11-21,Phone,Electronics,North,18-25,12,761.9,9142.8
2024-04-17,Backpack,Accessories,West,36-45,16,82.16,1314.56
2023-01-11,Phone,Electronics,South,18-25,19,712.01,13528.19
2024-07-17,Watch,Accessories,East,46+,6,149.26,895.56
2023-07-27,Phone,Electronics,South,36-45,16,676.79,10828.64
2024-11-26,Watch,Accessories,East,36-45,13,143.59,1866.67
2023-01-01,Headphones,Electronics,North,26-35,14,199.76,2796.64
2023-10-06,Phone,Electronics,East,36-45,6,645.67,3874.02
2023-07-15,Backpack,Accessories,West,26-35,6,75.66,453.96
2023-06-16,Phone,Electronics,South,36-45,5,642.52,3212.6
2024-11-07,Headphones,Electronics,North,18-25,18,200.51,3609.18
2023-02-04,Laptop,Electronics,West,18-25,12,939.69,11276.28
2024-05-23,Backpack,Accessories,South,46+,10,85.6,856.0
2022-09-03,Backpack,Accessories,West,46+,9,72.47,652.23
2022-10-08,Jeans,Clothing,North,36-45,3,61.88,185.64
2023-04-01,Phone,Electronics,East,26-35,17,675.98,11491.66
2024-07-17,Phone,Electronics,East,18-25,14,643.14,9003.96
2024-12-03,Sneakers,Footwear,South,18-25,1,84.48,84.48
2024-02-10,T-Shirt,Clothing,South,36-45,16,26.98,431.68
2023-01-19,Backpack,Accessories,East,26-35,7,81.13,567.91
2022-07-01,T-Shirt,Clothing,North,46+,3,28.95,86.85
2023-03-04,Headphones,Electronics,North,46+,9,203.51,1831.59
2023-04-26,Sneakers,Footwear,West,26-35,10,95.06,950.6
2023-08-22,Backpack,Accessories,West,46+,20,76.74,1534.8
2024-09-12,Jeans,Clothing,North,26-35,4,64.46,257.84
2023-08-12,Watch,Accessories,West,36-45,8,153.84,1230.72
2022-08-26,Headphones,Electronics,West,36-45,4,192.93,771.72
2024-03-26,Headphones,Electronics,West,46+,20,195.5,3910.0
2023-04-26,Laptop,Electronics,East,36-45,17,942.08,16015.36
2024-04-17,Laptop,Electronics,East,36-45,11,981.26,10793.86
2024-06-24,Watch,Accessories,West,36-45,2,142.1,284.2
2023-03-25,Sneakers,Footwear,North,36-45,15,87.39,1310.85
2022-12-08,T-Shirt,Clothing,North,36-45,5,29.61,148.05
2022-02-10,Laptop,Electronics,West,18-25,11,1081.36,11894.96
2022-05-10,Laptop,Electronics,South,36-45,18,938.75,16897.5
2022-11-18,Watch,Accessories,South,36-45,6,161.24,967.44
2023-11-10,Watch,Accessories,South,26-35,1,135.18,135.18
2022-02-11,Phone,Electronics,West,46+,2,651.04,1302.08
2023-09-10,Laptop,Electronics,South,26-35,2,953.54,1907.08
2022-09-11,Watch,Accessories,West,26-35,9,159.79,1438.11
2022-06-06,Phone,Electronics,West,18-25,1,732.92,732.92
2022-11-07,Phone,Electronics,West,26-35,20,749.23,14984.6
2023-10-25,Watch,Accessories,North,36-45,9,147.78,1330.02
2022-07-24,Jeans,Clothing,West,46+,10,58.17,581.7
2023-04-01,Watch,Accessories,East,46+,10,161.15,1611.5
2024-12-28,T-Shirt,Clothing,West,18-25,16,30.32,485.12
2024-02-03,Phone,Electronics,West,26-35,19,765.43,14543.17
2024-03-24,T-Shirt,Clothing,West,36-45,16,29.37,469.92
2023-09-29,Sneakers,Footwear,South,18-25,4,90.08,360.32
2023-03-02,Backpack,Accessories,South,18-25,5,77.47,387.35
2024-08-27,T-Shirt,Clothing,North,46+,9,28.49,256.41
2023-11-23,Headphones,Electronics,North,36-45,19,202.93,3855.67
2022-01-12,Jeans,Clothing,South,46+,18,59.0,1062.0
2023-04-28,Sneakers,Footwear,West,46+,17,89.98,1529.66
2022-06-16,Phone,Electronics,West,18-25,13,646.89,8409.57
2022-01-28,Headphones,Electronics,North,26-35,7,196.52,1375.64
2022-08-21,Laptop,Electronics,West,46+,6,1024.21,6145.26
2024-12-10,Backpack,Accessories,South,46+,13,71.25,926.25
2022-08-29,Watch,Accessories,East,36-45,17,143.71,2443.07
2024-02-01,Headphones,Electronics,South,36-45,17,206.36,3508.12
2024-01-31,Jeans,Clothing,West,46+,7,64.15,449.05
2022-10-05,Headphones,Electronics,West,18-25,11,195.67,2152.37
2022-11-04,Backpack,Accessories,North,18-25,10,82.18,821.8
2023-02-13,Phone,Electronics,West,36-45,4,637.64,2550.56
2024-08-17,Headphones,Electronics,North,36-45,18,214.26,3856.68
2023-12-08,Laptop,Electronics,South,36-45,10,1063.09,10630.9
2024-05-22,Jeans,Clothing,East,46+,9,59.72,537.48
2023-02-19,Phone,Electronics,South,18-25,7,668.24,4677.68
2023-06-23,Phone,Electronics,South,46+,11,709.58,7805.38
2023-07-22,Backpack,Accessories,South,26-35,1,83.48,83.48
2023-03-20,Phone,Electronics,South,26-35,6,695.57,4173.42
2022-01-01,Sneakers,Footwear,North,18-25,5,89.21,446.05
2024-06-19,Watch,Accessories,West,36-45,10,149.01,1490.1
2022-08-29,T-Shirt,Clothing,West,46+,13,30.2,392.6
2023-12-29,Jeans,Clothing,East,18-25,20,63.04,1260.8
2022-12-07,Jeans,Clothing,South,46+,18,58.31,1049.58
2023-05-29,Phone,Electronics,West,36-45,6,632.64,3795.84
2024-01-19,Backpack,Accessories,East,46+,7,80.85,565.95
2023-01-27,Watch,Accessories,East,26-35,1,139.94,139.94
2024-01-10,T-Shirt,Clothing,North,36-45,11,26.65,293.15
2024-01-26,Jeans,Clothing,North,36-45,2,60.74,121.48
2024-09-07,Watch,Accessories,North,36-45,9,152.73,1374.57
2022-03-04,Backpack,Accessories,West,46+,6,78.58,471.48
2022-08-01,Laptop,Electronics,East,18-25,20,1077.77,21555.4
2022-11-10,Headphones,Electronics,South,18-25,14,212.3,2972.2
2022-09-02,Laptop,Electronics,West,18-25,11,918.58,10104.38
2023-07-23,T-Shirt,Clothing,North,36-45,11,31.31,344.41
2022-12-13,Sneakers,Footwear,North,46+,14,95.01,1330.14
2022-05-06,Phone,Electronics,South,26-35,9,640.84,5767.56
2024-06-27,Laptop,Electronics,East,26-35,17,980.87,16674.79
2022-01-07,Jeans,Clothing,East,36-45,4,57.13,228.52
2022-06-26,Backpack,Accessories,North,18-25,3,73.98,221.94
2022-06-26,Headphones,Electronics,East,18-25,6,210.49,1262.94
2023-03-22,Sneakers,Footwear,West,18-25,8,85.58,684.64
2023-01-27,Headphones,Electronics,East,18-25,13,207.2,2693.6
2022-12-31,Jeans,Clothing,South,36-45,14,55.77,780.78
2023-01-21,Jeans,Clothing,South,26-35,10,56.16,561.6
2024-06-19,Jeans,Clothing,North,46+,12,59.93,719.16
2023-12-16,Backpack,Accessories,South,18-25,19,77.19,1466.61
2023-03-08,Watch,Accessories,East,36-45,7,144.3,1010.1
2024-10-28,Jeans,Clothing,North,26-35,9,55.68,501.12
2023-06-19,Laptop,Electronics,North,26-35,16,927.04,14832.64
2023-10-24,Sneakers,Footwear,West,18-25,11,92.58,1018.38
2024-01-05,Laptop,Electronics,South,46+,16,965.98,15455.68
2022-07-25,Headphones,Electronics,East,36-45,6,197.68,1186.08
2023-01-17,Laptop,Electronics,West,46+,19,1014.18,19269.42
2024-06-09,Watch,Accessories,West,26-35,9,155.66,1400.94
2023-11-23,Backpack,Accessories,West,36-45,2,86.44,172.88
2023-04-25,Phone,Electronics,West,46+,9,762.47,6862.23
2024-03-31,Laptop,Electronics,South,26-35,10,1076.24,10762.4
2024-12-09,T-Shirt,Clothing,South,26-35,11,30.67,337.37
2022-04-21,Phone,Electronics,East,26-35,12,693.23,8318.76
2022-12-05,Backpack,Accessories,North,26-35,7,85.05,595.35
2023-09-10,Jeans,Clothing,North,26-35,8,63.22,505.76
2024-06-13,Phone,Electronics,South,26-35,18,747.32,13451.76
2024-02-06,Laptop,Electronics,West,26-35,12,919.06,11028.72
2024-03-18,T-Shirt,Clothing,West,46+,15,30.2,453.0
2022-07-16,Watch,Accessories,South,36-45,5,146.02,730.1
2023-11-01,Jeans,Clothing,West,46+,18,53.95,971.1
2024-09-27,Laptop,Electronics,South,26-35,8,972.85,7782.8
2023-11-28,Laptop,Electronics,West,18-25,8,926.69,7413.52
2023-01-20,Laptop,Electronics,South,36-45,14,917.65,12847.1
2024-02-26,Headphones,Electronics,West,26-35,10,191.48,1914.8
2024-09-11,Laptop,Electronics,East,46+,6,931.78,5590.68
2024-11-25,Phone,Electronics,West,18-25,12,725.01,8700.12
2022-07-27,Watch,Accessories,North,26-35,11,137.94,1517.34
2024-11-04,Watch,Accessories,West,18-25,16,153.58,2457.28
2024-04-02,Watch,Accessories,North,36-45,14,141.81,1985.34
2022-08-26,Backpack,Accessories,East,46+,11,84.44,928.84
2024-01-18,Phone,Electronics,South,46+,18,735.29,13235.22
2022-06-13,Headphones,Electronics,North,36-45,19,189.36,3597.84
2024-11-20,Backpack,Accessories,West,18-25,15,75.55,1133.25
2022-09-06,Backpack,Accessories,West,36-45,2,85.15,170.3
2024-01-27,Jeans,Clothing,West,36-45,10,62.15,621.5
2022-02-18,Jeans,Clothing,South,36-45,12,58.02,696.24
2024-07-03,Sneakers,Footwear,East,18-25,20,82.09,1641.8
2022-03-16,Watch,Accessories,South,26-35,3,150.04,450.12
2022-09-16,Headphones,Electronics,West,46+,9,192.85,1735.65
2024-07-27,T-Shirt,Clothing,West,18-25,3,27.99,83.97
2022-03-20,Headphones,Electronics,North,46+,17,218.11,3707.87
2022-06-11,Sneakers,Footwear,East,46+,13,80.5,1046.5
2023-06-11,Phone,Electronics,West,18-25,7,708.91,4962.37
2023-09-13,T-Shirt,Clothing,North,36-45,19,28.84,547.96
2024-06-13,Jeans,Clothing,South,36-45,17,61.02,1037.34
2024-03-27,Headphones,Electronics,East,36-45,1,195.31,195.31
2022-02-08,Watch,Accessories,South,36-45,9,147.88,1330.92
2023-10-14,Phone,Electronics,South,26-35,1,728.22,728.22
2023-03-29,Phone,Electronics,East,46+,19,687.92,13070.48
2023-11-05,Watch,Accessories,West,18-25,11,144.25,1586.75
2023-12-11,Backpack,Accessories,South,46+,16,74.43,1190.88
2022-12-15,Watch,Accessories,East,46+,2,153.79,307.58
2022-06-10,Backpack,Accessories,East,18-25,7,82.92,580.44
2024-12-20,Sneakers,Footwear,East,36-45,11,88.14,969.54
2024-08-15,Laptop,Electronics,South,26-35,20,969.35,19387.0
2024-06-02,Watch,Accessories,North,36-45,18,156.27,2812.86
2023-04-26,Watch,Accessories,South,46+,20,162.37,3247.4
2022-09-10,Phone,Electronics,West,26-35,7,767.8,5374.6
2023-08-16,Headphones,Electronics,South,46+,18,195.36,3516.48
2023-03-22,Watch,Accessories,East,36-45,12,152.88,1834.56
2023-10-13,Watch,Accessories,South,46+,16,156.65,2506.4
2023-08-10,Backpack,Accessories,South,26-35,13,75.66,983.58
2024-12-26,Sneakers,Footwear,West,26-35,4,86.92,347.68
2024-05-06,Watch,Accessories,West,26-35,1,152.54,152.54
2022-10-11,Phone,Electronics,West,18-25,11,714.35,7857.85
2022-12-07,Backpack,Accessories,North,36-45,1,82.84,82.84
2024-03-08,T-Shirt,Clothing,South,46+,12,30.29,363.48
2023-05-06,Headphones,Electronics,West,26-35,11,184.38,2028.18
2022-05-13,Laptop,Electronics,South,46+,15,948.06,14220.9
2024-06-27,T-Shirt,Clothing,South,46+,17,29.82,506.94
2023-11-10,Headphones,Electronics,South,46+,3,179.37,538.11
2022-03-08,Watch,Accessories,West,46+,3,157.43,472.29
2023-06-17,Phone,Electronics,North,46+,16,744.82,11917.12
2022-05-03,Jeans,Clothing,West,18-25,12,57.81,693.72
2024-11-13,Backpack,Accessories,West,18-25,4,73.41,293.64
2023-06-22,Phone,Electronics,South,36-45,14,720.88,10092.32
2022-10-18,T-Shirt,Clothing,West,26-35,9,26.66,239.94
2022-06-01,Backpack,Accessories,West,26-35,9,76.51,688.59
2024-06-29,Sneakers,Footwear,West,36-45,19,85.0,1615.0
2022-03-15,Headphones,Electronics,South,36-45,1,187.9,187.9
2024-01-30,Sneakers,Footwear,East,36-45,6,90.2,541.2
2023-09-17,Backpack,Accessories,West,36-45,5,82.85,414.25
2022-09-21,Headphones,Electronics,East,46+,9,204.44,1839.96
2022-02-27,T-Shirt,Clothing,East,26-35,19,26.17,497.23
2024-01-16,Watch,Accessories,West,26-35,12,153.29,1839.48
2024-10-23,Sneakers,Footwear,East,46+,16,91.64,1466.24
2024-12-11,Backpack,Accessories,South,46+,13,71.32,927.16
2022-05-13,Sneakers,Footwear,South,36-45,7,84.09,588.63
2023-07-24,Phone,Electronics,South,36-45,16,693.31,11092.96
2022-01-25,T-Shirt,Clothing,South,36-45,2,28.41,56.82
2022-07-22,Sneakers,Footwear,North,36-45,18,97.22,1749.96
2022-06-12,Laptop,Electronics,West,26-35,8,950.26,7602.08
2023-01-10,T-Shirt,Clothing,South,46+,6,26.33,157.98
2023-06-29,Jeans,Clothing,North,26-35,3,63.79,191.37
2022-09-29,Jeans,Clothing,North,26-35,8,55.98,447.84
2024-09-04,Backpack,Accessories,North,18-25,11,83.58,919.38
2022-05-30,T-Shirt,Clothing,West,18-25,15,26.58,398.7
2023-02-09,Phone,Electronics,South,46+,10,708.69,7086.9
2024-05-30,Phone,Electronics,West,26-35,19,741.75,14093.25
2024-07-23,Laptop,Electronics,East,46+,20,953.19,19063.8
2022-12-28,Sneakers,Footwear,West,36-45,10,84.8,848.0
2024-12-25,T-Shirt,Clothing,East,36-45,18,29.02,522.36
2024-06-20,Phone,Electronics,South,46+,1,673.73,673.73
2024-11-09,Backpack,Accessories,West,26-35,6,72.14,432.84
2024-06-03,Jeans,Clothing,North,46+,11,60.63,666.93
2023-01-10,T-Shirt,Clothing,North,26-35,7,27.88,195.16
2023-09-18,Sneakers,Footwear,West,18-25,10,96.61,966.1
2023-03-07,Headphones,Electronics,East,26-35,7,209.6,1467.2
